id,ecoregion,biome,realm,source,ecoregion_area,perc_protected_2021,perc_protected_2021_OECM
50609,Midwestern Canadian Shield forests,Boreal Forests/Taiga,Nearctic,wwfterr," 	547,162 ",10.93,10.93
40128,Mindanao montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	18,238 ",23.56,23.56
40129,Mindanao-Eastern Visayas rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	105,339 ",8.96,8.96
40130,Mindoro rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	10,140 ",16.08,16.08
60306,Miskito pine forests,Tropical & Subtropical Coniferous Forests,Neotropics,wwfterr," 	18,965 ",16.41,16.41
50409,Mississippi lowland forests,Temperate Broadleaf & Mixed Forests,Nearctic,wwfterr," 	112,535 ",6.50,6.50
10707,Mitchell grass downs,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,wwfterr," 	461,758 ",2.36,2.36
40131,Mizoram-Manipur-Kachin rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	135,855 ",5.90,5.90
51308,Mojave desert,Deserts & Xeric Shrublands,Nearctic,wwfterr," 	130,927 ",49.52,49.52
80813,Mongolian-Manchurian grassland,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	889,317 ",10.91,10.91
50808,Montana Valley and Foothill grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,wwfterr," 	81,890 ",2.88,2.88
31203,Montane fynbos and renosterveld,"Mediterranean Forests, Woodlands & Scrub",Afrotropics,wwfterr," 	45,904 ",35.42,35.42
60141,Monte Alegre varze├í,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	66,947 ",23.13,23.13
61312,Motagua Valley thornscrub,Deserts & Xeric Shrublands,Neotropics,wwfterr," 	2,342 ",2.53,2.53
30121,Mount Cameroon and Bioko montane forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	1,149 ",60.75,60.75
11206,Mount Lofty woodlands,"Mediterranean Forests, Woodlands & Scrub",Australasia,wwfterr," 	23,838 ",9.10,9.10
11207,Murray-Darling woodlands and mallee,"Mediterranean Forests, Woodlands & Scrub",Australasia,wwfterr," 	198,367 ",18.16,18.16
50610,Muskwa-Slave Lake forests,Boreal Forests/Taiga,Nearctic,wwfterr," 	262,908 ",14.46,14.61
41404,Myanmar Coast mangroves,Mangroves,IndoMalay,wwfterr," 	21,361 ",2.55,2.55
40132,Myanmar coastal rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	66,696 ",0.64,0.64
31314,Nama Karoo,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	351,894 ",4.80,4.80
31315,Namib desert,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	81,055 ",88.29,88.29
31316,Namibian savanna woodlands,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	226,009 ",39.30,39.30
40170,Nansei Islands subtropical evergreen forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	4,079 ",35.50,35.50
60142,Napo moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	252,273 ",33.34,33.34
11208,Naracoorte woodlands,"Mediterranean Forests, Woodlands & Scrub",Australasia,wwfterr," 	27,570 ",10.08,10.08
40207,Narmada Valley dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,IndoMalay,wwfterr," 	170,257 ",4.51,4.51
50809,Nebraska Sand Hills mixed grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,wwfterr," 	61,255 ",1.67,1.67
60143,Negro-Branco moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	202,280 ",34.79,34.79
10404,Nelson Coast temperate forests,Temperate Broadleaf & Mixed Forests,Australasia,wwfterr," 	14,608 ",78.39,78.39
80903,Nenjiang River grassland,Flooded Grasslands & Savannas,Palearctic,wwfterr," 	23,252 ",8.86,8.86
10111,New Britain-New Ireland lowland rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	35,147 ",2.88,2.88
10112,New Britain-New Ireland montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	12,161 ",0.54,0.54
10202,New Caledonia dry forests,Tropical & Subtropical Dry Broadleaf Forests,Australasia,wwfterr," 	4,430 ",55.54,55.54
10113,New Caledonia rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	14,595 ",60.07,60.07
50410,New England-Acadian forests,Temperate Broadleaf & Mixed Forests,Nearctic,wwfterr," 	238,137 ",5.27,5.29
11401,New Guinea mangroves,Mangroves,Australasia,wwfterr," 	26,885 ",21.79,21.79
50611,Newfoundland Highland forests,Boreal Forests/Taiga,Nearctic,wwfterr," 	16,375 ",8.50,8.50
40133,Nicobar Islands rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	1,699 ",49.42,49.42
30122,Niger Delta swamp forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	14,438 ",8.18,8.18
30123,Nigerian lowland forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	67,482 ",17.46,17.46
80427,Nihonkai evergreen forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	21,681 ",21.84,21.84
80428,Nihonkai montane deciduous forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	82,487 ",31.49,31.49
80904,Nile Delta flooded savanna,Flooded Grasslands & Savannas,Palearctic,wwfterr," 	51,138 ",0.59,0.59
10114,Norfolk Island subtropical forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr, 	42 ,31.82,31.82
80429,North Atlantic moist mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	38,739 ",34.79,34.79
50518,North Central Rockies forests,Temperate Conifer Forests,Nearctic,wwfterr," 	246,250 ",16.37,16.40
10405,North Island temperate forests,Temperate Broadleaf & Mixed Forests,Australasia,wwfterr," 	84,615 ",19.81,19.81
81321,North Saharan steppe and woodlands,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	1,679,837 ",0.69,8.01
81011,North Tibetan Plateau-Kunlun Mountains alpine desert,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	375,267 ",43.72,43.72
40134,North Western Ghats moist deciduous forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	48,309 ",4.93,4.93
40135,North Western Ghats montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	31,003 ",17.23,17.23
80430,Northeast China Plain deciduous forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	232,981 ",6.44,6.44
40303,Northeast India-Myanmar pine forests,Tropical & Subtropical Coniferous Forests,IndoMalay,wwfterr," 	9,727 ",0.04,0.04
81107,Northeast Siberian coastal tundra,Tundra,Palearctic,wwfterr," 	223,095 ",30.47,30.47
80605,Northeast Siberian taiga,Boreal Forests/Taiga,Palearctic,wwfterr," 	1,128,415 ",14.75,14.75
60144,Northeastern Brazil restingas,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	10,078 ",68.72,68.72
50411,Northeastern coastal forests,Temperate Broadleaf & Mixed Forests,Nearctic,wwfterr," 	89,848 ",3.96,3.96
30124,Northeastern Congolian lowland forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	534,634 ",11.33,11.33
80514,Northeastern Himalayan subalpine conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	46,381 ",40.03,40.03
81215,Northeastern Spain and Southern France Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	90,902 ",41.62,41.62
30711,Northern Acacia-Commiphora bushlands and thickets,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	326,658 ",20.47,20.47
80515,Northern Anatolian conifer and deciduous forests,Temperate Conifer Forests,Palearctic,wwfterr," 	101,519 ",0.00,0.00
61006,Northern Andean p├íramo,Montane Grasslands & Shrublands,Neotropics,wwfterr," 	30,010 ",43.46,43.46
40136,Northern Annamites rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	47,311 ",33.37,33.37
50519,Northern California coastal forests,Temperate Conifer Forests,Nearctic,wwfterr," 	13,305 ",14.36,14.36
50612,Northern Canadian Shield taiga,Boreal Forests/Taiga,Nearctic,wwfterr," 	615,101 ",8.55,9.23
30712,Northern Congolian forest-savanna mosaic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	709,666 ",14.76,14.76
50613,Northern Cordillera forests,Boreal Forests/Taiga,Nearctic,wwfterr," 	263,394 ",16.77,17.97
40208,Northern dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,IndoMalay,wwfterr," 	58,450 ",2.75,2.75
40137,Northern Indochina subtropical forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	437,970 ",7.47,7.47
40138,Northern Khorat Plateau moist deciduous forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	16,886 ",2.36,2.36
61404,Northern Mesoamerican Pacific mangroves,Mangroves,Neotropics,wwfterr," 	8,212 ",53.54,53.54
50810,Northern mixed grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,wwfterr," 	219,441 ",2.90,2.90
10115,Northern New Guinea lowland rain and freshwater swamp forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	135,536 ",11.77,11.77
10116,Northern New Guinea montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	23,339 ",14.61,14.61
50520,Northern Pacific coastal forests,Temperate Conifer Forests,Nearctic,wwfterr," 	60,589 ",35.14,35.14
50811,Northern short grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,wwfterr," 	639,831 ",3.27,3.27
50812,Northern tall grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,wwfterr," 	76,194 ",2.85,2.85
40139,Northern Thailand-Laos moist deciduous forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	42,236 ",19.68,19.68
50521,Northern transitional alpine forests,Temperate Conifer Forests,Nearctic,wwfterr," 	25,718 ",3.33,3.33
40140,Northern Triangle subtropical forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	53,993 ",36.81,36.81
40402,Northern Triangle temperate forests,Temperate Broadleaf & Mixed Forests,IndoMalay,wwfterr," 	10,750 ",46.50,46.50
40141,Northern Vietnam lowland rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	22,643 ",6.60,6.60
30125,Northern Zanzibar-Inhambane coastal forest mosaic,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	112,893 ",18.44,18.44
10406,Northland temperate kauri forests,Temperate Broadleaf & Mixed Forests,Australasia,wwfterr," 	29,997 ",12.13,12.13
81216,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	57,452 ",27.35,27.35
81108,Northwest Russian-Novaya Zemlya tundra,Tundra,Palearctic,wwfterr," 	284,899 ",10.79,10.79
50614,Northwest Territories taiga,Boreal Forests/Taiga,Nearctic,wwfterr," 	346,646 ",9.50,14.96
60145,Northwestern Andean montane forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	81,346 ",15.03,15.03
30126,Northwestern Congolian lowland forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	435,086 ",20.25,20.25
70703,Northwestern Hawaii scrub,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,wwfterr, 	15 ,100.00,100.00
81012,Northwestern Himalayan alpine shrub and meadows,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	49,515 ",12.31,12.31
41303,Northwestern thorn scrub forests,Deserts & Xeric Shrublands,IndoMalay,wwfterr," 	489,383 ",4.14,4.14
81109,Novosibirsk Islands arctic desert,Tundra,Palearctic,wwfterr," 	37,032 ",97.38,97.38
80516,Nujiang Langcang Gorge alpine conifer and mixed forests,Temperate Conifer Forests,Palearctic,wwfterr," 	82,993 ",25.53,25.53
11306,Nullarbor Plains xeric shrublands,Deserts & Xeric Shrublands,Australasia,wwfterr," 	195,634 ",32.50,32.50
60146,Oaxacan montane forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	7,618 ",1.99,1.99
70109,Ogasawara subtropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr, 	97 ,81.32,81.32
51116,Ogilvie-MacKenzie alpine tundra,Tundra,Nearctic,wwfterr," 	208,933 ",10.60,13.67
50522,Okanagan dry forests,Temperate Conifer Forests,Nearctic,wwfterr," 	53,438 ",2.21,2.35
80606,Okhotsk-Manchurian taiga,Boreal Forests/Taiga,Palearctic,wwfterr," 	402,909 ",10.66,10.66
81013,Ordos Plateau steppe,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	215,952 ",5.92,5.92
60147,Orinoco Delta swamp forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	28,208 ",54.31,54.31
60906,Orinoco wetlands,Flooded Grasslands & Savannas,Neotropics,wwfterr," 	6,027 ",58.85,58.85
40142,Orissa semi-evergreen forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	22,342 ",7.18,7.18
50412,Ozark Mountain forests,Temperate Broadleaf & Mixed Forests,Nearctic,wwfterr," 	62,150 ",13.27,13.27
51117,Pacific Coastal Mountain icefields and tundra,Tundra,Nearctic,wwfterr," 	107,014 ",48.96,48.96
70110,Palau tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr, 	463 ,38.86,38.86
40143,Palawan rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	14,369 ",81.66,81.66
50813,Palouse grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,wwfterr," 	46,975 ",3.39,3.39
81014,Pamir alpine desert and tundra,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	118,222 ",21.28,21.28
60224,Panamanian dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	5,120 ",3.01,3.01
80431,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	307,595 ",21.05,21.05
60907,Pantanal,Flooded Grasslands & Savannas,Neotropics,wwfterr," 	171,429 ",17.45,17.45
60148,Pantanos de Centla,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	17,246 ",28.23,28.23
60169,Pantepui,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	51,012 ",89.83,89.83
61313,Paraguana xeric scrub,Deserts & Xeric Shrublands,Neotropics,wwfterr," 	16,009 ",32.01,32.01
60908,Paran├í flooded savanna,Flooded Grasslands & Savannas,Neotropics,wwfterr," 	37,207 ",34.43,34.43
81322,Paropamisus xeric woodlands,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	92,803 ",2.53,2.53
60225,Pat├¡a Valley dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	2,276 ",0.07,0.07
60805,Patagonian steppe,"Temperate Grasslands, Savannas & Shrublands",Neotropics,wwfterr," 	576,571 ",6.61,6.61
40144,Peninsular Malaysian montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	17,211 ",41.09,41.09
40145,Peninsular Malaysian peat swamp forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	3,634 ",0.78,0.78
40146,Peninsular Malaysian rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	125,777 ",10.81,10.81
60151,Pernambuco coastal forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	17,614 ",12.11,12.11
60152,Pernambuco interior forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	22,742 ",4.11,4.11
81323,Persian Gulf desert and semi-desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	72,801 ",4.19,4.19
60153,Peruvian Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	187,123 ",15.73,15.73
60154,Pet├⌐n-Veracruz moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	149,421 ",21.92,21.92
11307,Pilbara shrublands,Deserts & Xeric Shrublands,Australasia,wwfterr," 	180,182 ",6.50,6.50
81217,Pindus Mountains mixed forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	39,628 ",33.60,33.60
50523,Piney Woods forests,Temperate Conifer Forests,Nearctic,wwfterr," 	141,206 ",3.55,3.55
80432,Po Basin mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	42,459 ",8.43,8.43
80814,Pontic steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	996,294 ",4.40,4.40
60226,Puerto Rican dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	1,278 ",13.52,13.52
60155,Puerto Rican moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	7,545 ",5.46,5.46
50524,Puget lowland forests,Temperate Conifer Forests,Nearctic,wwfterr," 	22,590 ",5.09,5.42
60156,Purus varze├í,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	177,936 ",43.78,43.78
60157,Purus-Madeira moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	174,393 ",59.67,59.67
80433,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	25,944 ",57.44,57.44
81324,Qaidam Basin semi-desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	192,470 ",3.18,3.18
80517,Qilian Mountains conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	16,690 ",37.94,37.94
81015,Qilian Mountains subalpine meadows,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	73,393 ",43.46,43.46
80434,Qin Ling Mountains deciduous forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	123,602 ",9.71,9.71
80518,Qionglai-Minshan conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	80,394 ",24.65,24.65
50525,Queen Charlotte Islands,Temperate Conifer Forests,Nearctic,wwfterr," 	9,979 ",6.20,6.20
10117,Queensland tropical rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	32,768 ",42.39,42.39
10407,Rakiura Island temperate forests,Temperate Broadleaf & Mixed Forests,Australasia,wwfterr," 	1,694 ",77.64,77.64
40901,Rann of Kutch seasonal salt marsh,Flooded Grasslands & Savannas,IndoMalay,wwfterr," 	27,965 ",75.99,75.99
70111,Rapa Nui subtropical broadleaf forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr, 	179 ,37.55,37.55
40147,Red River freshwater swamp forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	10,778 ",0.89,0.89
81333,Red Sea coastal desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	59,456 ",26.57,26.57
81325,Red Sea Nubo-Sindian tropical desert and semi-desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	652,683 ",5.87,5.87
81326,Registan-North Pakistan sandy desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	277,916 ",1.44,1.44
10408,Richmond temperate forests,Temperate Broadleaf & Mixed Forests,Australasia,wwfterr," 	13,227 ",36.97,36.97
60158,Rio Negro campinarana,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	96,632 ",63.55,63.55
591,Rock Ice/Lake,,,wwfterr, 	-   ,0.00,0.00
80435,Rodope montane mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	31,707 ",59.46,59.46
31013,Rwenzori-Virunga montane moorlands,Montane Grasslands & Shrublands,Afrotropics,wwfterr," 	2,679 ",67.60,67.60
81327,Sahara desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	4,650,158 ",3.17,19.77
30905,Saharan flooded grasslands,Flooded Grasslands & Savannas,Afrotropics,wwfterr," 	180,112 ",21.31,21.31
80905,Saharan halophytics,Flooded Grasslands & Savannas,Palearctic,wwfterr," 	54,031 ",27.61,36.17
30713,Sahelian Acacia savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	3,060,234 ",10.59,10.59
80607,Sakhalin Island taiga,Boreal Forests/Taiga,Palearctic,wwfterr," 	68,856 ",8.36,8.36
70112,Samoan tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr," 	3,101 ",8.77,8.77
60403,San F├⌐lix-San Ambrosio Islands temperate forests,Temperate Broadleaf & Mixed Forests,Neotropics,wwfterr, 	7 ,12.09,12.09
61314,San Lucan xeric scrub,Deserts & Xeric Shrublands,Neotropics,wwfterr," 	3,885 ",18.23,18.23
60159,Santa Marta montane forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	4,795 ",45.58,45.58
61007,Santa Marta p├íramo,Montane Grasslands & Shrublands,Neotropics,wwfterr," 	1,246 ",97.59,97.59
30127,"Sao Tome, Principe and Annobon moist lowland forests",Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	1,039 ",31.13,31.13
80436,Sarmatic mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	848,071 ",9.07,9.07
81016,Sayan Alpine meadows and tundra,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	81,085 ",28.55,28.55
80815,Sayan Intermontane steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	34,012 ",11.45,11.45
80519,Sayan montane conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	358,213 ",18.52,18.52
80608,Scandinavian and Russian taiga,Boreal Forests/Taiga,Palearctic,wwfterr," 	2,161,976 ",8.18,8.18
80520,Scandinavian coastal conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	19,326 ",5.51,5.51
81110,Scandinavian Montane Birch forest and grasslands,Tundra,Palearctic,wwfterr," 	243,811 ",29.95,29.95
21103,Scotia Sea Islands tundra,Tundra,Antarctic,wwfterr," 	8,487 ",9.95,9.95
61315,Sechura desert,Deserts & Xeric Shrublands,Neotropics,wwfterr," 	185,317 ",4.42,4.42
80816,Selenge-Orkhon forest steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	228,159 ",7.35,7.35
10118,Seram rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	19,405 ",10.38,10.38
30714,Serengeti volcanic grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	18,068 ",86.60,86.60
60160,Serra do Mar coastal forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	105,069 ",36.21,36.21
80437,Sichuan Basin evergreen broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	98,336 ",0.80,0.80
60227,Sierra de la Laguna dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	3,993 ",22.82,22.82
60307,Sierra de la Laguna pine-oak forests,Tropical & Subtropical Coniferous Forests,Neotropics,wwfterr," 	1,066 ",86.93,86.93
60161,Sierra de los Tuxtlas,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	3,911 ",38.91,38.91
50526,Sierra Juarez and San Pedro Martir pine-oak forests,Temperate Conifer Forests,Nearctic,wwfterr," 	4,014 ",16.88,16.88
60162,Sierra Madre de Chiapas moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	11,283 ",16.55,16.55
60308,Sierra Madre de Oaxaca pine-oak forests,Tropical & Subtropical Coniferous Forests,Neotropics,wwfterr," 	14,378 ",6.43,6.43
60309,Sierra Madre del Sur pine-oak forests,Tropical & Subtropical Coniferous Forests,Neotropics,wwfterr," 	61,311 ",2.87,2.87
50302,Sierra Madre Occidental pine-oak forests,Tropical & Subtropical Coniferous Forests,Nearctic,wwfterr," 	223,232 ",13.52,13.52
50303,Sierra Madre Oriental pine-oak forests,Tropical & Subtropical Coniferous Forests,Nearctic,wwfterr," 	65,778 ",32.22,32.22
50527,Sierra Nevada forests,Temperate Conifer Forests,Nearctic,wwfterr," 	52,951 ",28.34,28.34
11308,Simpson desert,Deserts & Xeric Shrublands,Australasia,wwfterr," 	585,792 ",22.51,22.51
60229,Sin├║ Valley dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	25,037 ",10.83,10.83
60228,Sinaloan dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	77,706 ",11.12,11.12
51309,Snake-Columbia shrub steppe,Deserts & Xeric Shrublands,Nearctic,wwfterr," 	218,607 ",14.19,14.19
70113,Society Islands tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr," 	1,629 ",2.51,2.51
31318,Socotra Island xeric shrublands,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	3,826 ",91.46,91.46
60163,Solim├╡es-Japur├í moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	168,052 ",27.65,27.65
10119,Solomon Islands rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	35,930 ",1.55,1.55
30715,Somali Acacia-Commiphora bushlands and thickets,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	1,056,171 ",10.88,10.88
31319,Somali montane xeric woodlands,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	62,774 ",0.00,0.00
51310,Sonoran desert,Deserts & Xeric Shrublands,Nearctic,wwfterr," 	223,506 ",18.42,18.42
50201,Sonoran-Sinaloan transition subtropical dry forest,Tropical & Subtropical Dry Broadleaf Forests,Nearctic,wwfterr," 	51,095 ",5.41,5.41
61405,South American Pacific mangroves,Mangroves,Neotropics,wwfterr," 	13,551 ",25.59,25.59
81218,South Appenine mixed montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	13,112 ",45.89,45.89
50615,South Avalon-Burin oceanic barrens,Boreal Forests/Taiga,Nearctic,wwfterr," 	2,035 ",4.73,4.73
50528,South Central Rockies forests,Temperate Conifer Forests,Nearctic,wwfterr," 	159,711 ",20.10,20.10
40148,South China Sea Islands,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr, 	31 ,0.00,0.00
40149,South China-Vietnam subtropical evergreen forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	224,800 ",5.41,5.41
40209,South Deccan Plateau dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,IndoMalay,wwfterr," 	82,432 ",9.24,9.24
60164,South Florida rocklands,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	2,080 ",16.60,16.60
81328,South Iran Nubo-Sindian desert and semi-desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	352,234 ",7.58,7.58
11003,South Island montane grasslands,Montane Grasslands & Shrublands,Australasia,wwfterr," 	40,019 ",65.36,65.36
10410,South Island temperate forests,Temperate Broadleaf & Mixed Forests,Australasia,wwfterr," 	11,711 ",21.19,21.19
31014,South Malawi montane forest-grassland mosaic,Montane Grasslands & Shrublands,Afrotropics,wwfterr," 	10,250 ",15.57,15.57
