id,ecoregion,biome,realm,source,ecoregion_area,perc_protected_2021,perc_protected_2021_OECM
50605,Eastern Canadian forests,Boreal Forests/Taiga,Nearctic,wwfterr," 	487,988 ",7.65,7.68
50606,Eastern Canadian Shield taiga,Boreal Forests/Taiga,Nearctic,wwfterr," 	755,527 ",5.90,5.90
50512,Eastern Cascades forests,Temperate Conifer Forests,Nearctic,wwfterr," 	55,326 ",6.01,6.01
30110,Eastern Congolian swamp forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	92,937 ",25.65,25.65
60121,Eastern Cordillera real montane forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	102,745 ",19.78,19.78
50406,Eastern forest-boreal transition,Temperate Broadleaf & Mixed Forests,Nearctic,wwfterr," 	348,476 ",9.69,9.69
81314,Eastern Gobi desert steppe,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	282,448 ",6.01,6.01
50407,Eastern Great Lakes lowland forests,Temperate Broadleaf & Mixed Forests,Nearctic,wwfterr," 	116,683 ",2.32,2.32
30111,Eastern Guinean forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	190,136 ",22.37,22.37
40111,Eastern highlands moist deciduous forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	341,898 ",4.93,4.93
81003,Eastern Himalayan alpine shrub and meadows,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	121,457 ",36.01,36.01
40401,Eastern Himalayan broadleaf forests,Temperate Broadleaf & Mixed Forests,IndoMalay,wwfterr," 	83,234 ",14.51,14.51
40501,Eastern Himalayan subalpine conifer forests,Temperate Conifer Forests,IndoMalay,wwfterr," 	27,540 ",36.31,36.31
40112,Eastern Java-Bali montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	15,932 ",7.40,7.40
40113,Eastern Java-Bali rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	54,016 ",2.60,2.60
81207,Eastern Mediterranean conifer-sclerophyllous-broadleaf forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	144,160 ",1.23,1.23
70104,Eastern Micronesia tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr, 	534 ,8.25,8.25
30706,Eastern Miombo woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	484,956 ",37.31,37.31
60122,Eastern Panamanian montane forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	3,051 ",75.19,75.19
31006,Eastern Zimbabwe montane forest-grassland mosaic,Montane Grasslands & Shrublands,Afrotropics,wwfterr," 	7,845 ",19.87,19.87
60214,Ecuadorian dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	21,330 ",2.56,2.56
50806,Edwards Plateau savanna,"Temperate Grasslands, Savannas & Shrublands",Nearctic,wwfterr," 	61,937 ",1.05,1.05
10705,Einasleigh upland savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,wwfterr," 	128,756 ",7.55,7.55
80507,Elburz Range forest steppe,Temperate Conifer Forests,Palearctic,wwfterr," 	63,407 ",9.67,9.67
80806,Emin Valley steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	65,117 ",15.49,15.49
80421,English Lowlands beech forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	45,701 ",32.49,32.49
60903,Enriquillo wetlands,Flooded Grasslands & Savannas,Neotropics,wwfterr, 	632 ,63.26,63.26
31304,Eritrean coastal desert,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	4,605 ",0.00,0.00
11202,Esperance mallee,"Mediterranean Forests, Woodlands & Scrub",Australasia,wwfterr," 	115,773 ",32.62,32.62
60801,Espinal,"Temperate Grasslands, Savannas & Shrublands",Neotropics,wwfterr," 	299,482 ",1.76,1.76
30112,Ethiopian montane forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	249,302 ",7.43,7.43
31007,Ethiopian montane grasslands and woodlands,Montane Grasslands & Shrublands,Afrotropics,wwfterr," 	245,895 ",4.92,4.92
31008,Ethiopian montane moorlands,Montane Grasslands & Shrublands,Afrotropics,wwfterr," 	25,209 ",24.77,24.77
31305,Ethiopian xeric grasslands and shrublands,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	153,457 ",4.67,4.67
30902,Etosha Pan halophytics,Flooded Grasslands & Savannas,Afrotropics,wwfterr," 	7,247 ",99.07,99.07
80422,Euxine-Colchic broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	74,581 ",1.04,1.04
60904,Everglades,Flooded Grasslands & Savannas,Neotropics,wwfterr," 	20,111 ",24.36,24.36
11203,Eyre and York mallee,"Mediterranean Forests, Woodlands & Scrub",Australasia,wwfterr," 	61,059 ",15.38,15.38
80807,Faroe Islands boreal grasslands,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	1,451 ",0.00,0.00
60123,Fernando de Noronha-Atol das Rocas moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr, 	19 ,100.00,100.00
70201,Fiji tropical dry forests,Tropical & Subtropical Dry Broadleaf Forests,Oceania,wwfterr," 	6,928 ",2.97,2.97
70105,Fiji tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr," 	11,635 ",5.18,5.18
10403,Fiordland temperate forests,Temperate Broadleaf & Mixed Forests,Australasia,wwfterr," 	11,053 ",99.09,99.09
50807,Flint Hills tall grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,wwfterr," 	29,679 ",1.87,1.87
50513,Florida sand pine scrub,Temperate Conifer Forests,Nearctic,wwfterr," 	3,893 ",16.08,16.08
50514,Fraser Plateau and Basin complex,Temperate Conifer Forests,Nearctic,wwfterr," 	137,372 ",9.13,9.13
61307,Gal├ípagos Islands scrubland mosaic,Deserts & Xeric Shrublands,Neotropics,wwfterr," 	8,032 ",100.00,100.00
81004,Ghorat-Hazarajat alpine meadow,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	66,646 ",7.04,7.04
11303,Gibson desert,Deserts & Xeric Shrublands,Australasia,wwfterr," 	156,214 ",60.01,60.01
80808,Gissaro-Alai open woodlands,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	168,399 ",8.66,8.66
41401,Goadavari-Krishna mangroves,Mangroves,IndoMalay,wwfterr," 	7,019 ",17.34,17.34
81315,Gobi Lakes Valley desert steppe,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	139,700 ",4.28,4.28
30113,Granitic Seychelles forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr, 	312 ,38.39,38.39
50515,Great Basin montane forests,Temperate Conifer Forests,Nearctic,wwfterr," 	5,796 ",48.79,48.79
51305,Great Basin shrub steppe,Deserts & Xeric Shrublands,Nearctic,wwfterr," 	336,627 ",8.00,8.00
81316,Great Lakes Basin desert steppe,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	157,570 ",20.69,20.69
11304,Great Sandy-Tanami desert,Deserts & Xeric Shrublands,Australasia,wwfterr," 	824,817 ",41.84,41.84
11305,Great Victoria desert,Deserts & Xeric Shrublands,Australasia,wwfterr," 	425,296 ",30.39,30.39
40114,Greater Negros-Panay rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	35,074 ",9.48,9.48
61308,Guajira-Barranquilla xeric scrub,Deserts & Xeric Shrublands,Neotropics,wwfterr," 	31,674 ",13.98,13.98
60905,Guayaquil flooded grasslands,Flooded Grasslands & Savannas,Neotropics,wwfterr," 	2,944 ",2.33,2.33
60149,Guianan freshwater swamp forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	7,741 ",7.90,7.90
60124,Guianan Highlands moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	146,933 ",74.55,74.55
60125,Guianan moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	479,320 ",33.71,33.71
60182,Guianan piedmont and lowland moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	231,365 ",80.11,80.11
60707,Guianan savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropics,wwfterr," 	105,195 ",50.39,50.39
30707,Guinean forest-savanna mosaic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	675,089 ",17.04,17.04
31403,Guinean mangroves,Mangroves,Afrotropics,wwfterr," 	23,566 ",24.98,24.98
30114,Guinean montane forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	31,119 ",35.46,35.46
80101,Guizhou Plateau broadleaf and mixed forests,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,wwfterr," 	270,139 ",6.17,6.17
51306,Gulf of California xeric scrub,Deserts & Xeric Shrublands,Nearctic,wwfterr," 	23,632 ",49.13,49.13
31306,Gulf of Oman desert and semi-desert,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	62,586 ",1.63,1.63
50408,Gulf of St. Lawrence lowland forests,Temperate Broadleaf & Mixed Forests,Nearctic,wwfterr," 	39,504 ",3.09,3.67
60126,Gurupa varze├í,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	9,947 ",45.79,45.79
40169,Hainan Island monsoon rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	15,571 ",12.02,12.02
10106,Halmahera rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	26,925 ",7.66,7.66
70202,Hawaii tropical dry forests,Tropical & Subtropical Dry Broadleaf Forests,Oceania,wwfterr," 	6,648 ",13.42,13.42
70701,Hawaii tropical high shrublands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,wwfterr," 	1,857 ",42.49,42.49
70702,Hawaii tropical low shrublands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,wwfterr," 	1,525 ",9.42,9.42
70106,Hawaii tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr," 	6,752 ",12.19,12.19
80508,Helanshan montane conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	24,741 ",22.51,22.51
80509,Hengduan Mountains subalpine conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	99,641 ",14.74,14.74
51110,High Arctic tundra,Tundra,Nearctic,wwfterr," 	464,788 ",8.29,8.29
61010,High Monte,Montane Grasslands & Shrublands,Neotropics,wwfterr," 	116,983 ",12.85,12.85
31009,Highveld grasslands,Montane Grasslands & Shrublands,Afrotropics,wwfterr," 	186,577 ",2.45,2.45
40115,Himalayan subtropical broadleaf forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	38,271 ",13.31,13.31
40301,Himalayan subtropical pine forests,Tropical & Subtropical Coniferous Forests,IndoMalay,wwfterr," 	76,371 ",4.82,4.82
81005,Hindu Kush alpine meadow,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	28,326 ",14.13,14.13
60215,Hispaniolan dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	15,528 ",23.32,23.32
60127,Hispaniolan moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	46,057 ",11.85,11.85
60305,Hispaniolan pine forests,Tropical & Subtropical Coniferous Forests,Neotropics,wwfterr," 	11,622 ",38.75,38.75
31307,Hobyo grasslands and shrublands,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	25,628 ",0.00,0.00
80423,Hokkaido deciduous forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	25,593 ",18.66,18.66
80510,Hokkaido montane conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	45,868 ",26.78,26.78
80511,Honshu alpine conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	11,523 ",49.59,49.59
80424,Huang He Plain mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	435,174 ",3.19,3.19
60708,Humid Chaco,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropics,wwfterr," 	292,777 ",6.93,6.93
60803,Humid Pampas,"Temperate Grasslands, Savannas & Shrublands",Neotropics,wwfterr," 	399,423 ",3.07,3.07
10107,Huon Peninsula montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	16,558 ",3.55,3.55
81208,Iberian conifer forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	34,502 ",44.20,44.20
81209,Iberian sclerophyllous and semi-deciduous forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	298,323 ",25.07,25.07
80602,Iceland boreal birch forests and alpine tundra,Boreal Forests/Taiga,Palearctic,wwfterr," 	91,681 ",13.51,13.51
31308,Ile Europa and Bassas da India xeric scrub,Deserts & Xeric Shrublands,Afrotropics,wwfterr, 	22 ,100.00,100.00
81210,Illyrian deciduous forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	40,665 ",24.53,24.53
41402,Indochina mangroves,Mangroves,IndoMalay,wwfterr," 	26,929 ",4.50,4.50
41403,Indus River Delta-Arabian Sea mangroves,Mangroves,IndoMalay,wwfterr," 	5,805 ",29.30,29.30
41302,Indus Valley desert,Deserts & Xeric Shrublands,IndoMalay,wwfterr," 	19,540 ",62.51,62.51
30903,Inner Niger Delta flooded savanna,Flooded Grasslands & Savannas,Afrotropics,wwfterr," 	46,133 ",72.41,72.41
50607,Interior Alaska-Yukon lowland taiga,Boreal Forests/Taiga,Nearctic,wwfterr," 	444,368 ",21.05,21.05
51111,Interior Yukon-Alaska alpine tundra,Tundra,Nearctic,wwfterr," 	233,172 ",15.49,15.49
60128,Iquitos varze├í,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	115,258 ",26.09,26.09
40205,Irrawaddy dry forests,Tropical & Subtropical Dry Broadleaf Forests,IndoMalay,wwfterr," 	35,164 ",0.42,0.42
40116,Irrawaddy freshwater swamp forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	15,192 ",0.04,0.04
40117,Irrawaddy moist deciduous forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	138,593 ",2.44,2.44
60216,Islas Revillagigedo dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr, 	215 ,100.00,100.00
60129,Isthmian-Atlantic moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	58,727 ",31.85,31.85
60130,Isthmian-Pacific moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	29,364 ",12.18,12.18
81211,Italian sclerophyllous and semi-deciduous forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	102,278 ",18.45,18.45
30708,Itigi-Sumbu thicket,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	7,860 ",44.37,44.37
60217,Jalisco dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	26,186 ",9.50,9.50
60218,Jamaican dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	2,322 ",19.80,19.80
60131,Jamaican moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	8,314 ",13.63,13.63
60132,Japur├í-Solimoes-Negro moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	270,250 ",61.99,61.99
11204,Jarrah-Karri forest and shrublands,"Mediterranean Forests, Woodlands & Scrub",Australasia,wwfterr," 	10,467 ",45.37,45.37
40118,Jian Nan subtropical evergreen forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	665,038 ",5.26,5.26
31010,Jos Plateau forest-grassland mosaic,Montane Grasslands & Shrublands,Afrotropics,wwfterr," 	13,366 ",9.03,9.03
60401,Juan Fern├índez Islands temperate forests,Temperate Broadleaf & Mixed Forests,Neotropics,wwfterr, 	146 ,93.13,93.13
81317,Junggar Basin semi-desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	304,898 ",13.61,13.61
60133,Juru├í-Purus moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	243,089 ",36.27,36.27
51112,Kalaallit Nunaat high arctic tundra,Tundra,Nearctic,wwfterr," 	304,321 ",71.83,71.83
51113,Kalaallit Nunaat low arctic tundra,Tundra,Nearctic,wwfterr," 	171,411 ",5.07,5.07
30709,Kalahari Acacia-Baikiaea woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	336,214 ",32.25,32.25
31309,Kalahari xeric savanna,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	589,417 ",12.79,12.79
81105,Kamchatka Mountain tundra and forest tundra,Tundra,Palearctic,wwfterr," 	119,568 ",21.33,21.33
80603,Kamchatka-Kurile meadows and sparse forests,Boreal Forests/Taiga,Palearctic,wwfterr," 	146,770 ",18.70,18.70
80604,Kamchatka-Kurile taiga,Boreal Forests/Taiga,Palearctic,wwfterr," 	15,256 ",17.20,17.20
31310,Kaokoveld desert,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	45,835 ",71.89,71.89
81006,Karakoram-West Tibetan Plateau alpine steppe,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	143,602 ",18.35,18.35
40119,Kayah-Karen montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	119,802 ",27.09,27.09
80809,Kazakh forest steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	421,464 ",11.11,11.11
81318,Kazakh semi-desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	679,944 ",3.37,3.37
80810,Kazakh steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	806,306 ",4.12,4.12
80811,Kazakh upland,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	72,113 ",13.69,13.69
70107,Kermadec Islands subtropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr, 	34 ,100.00,100.00
81007,Khangai Mountains alpine meadow,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	37,147 ",36.84,36.84
80512,Khangai Mountains conifer forests,Temperate Conifer Forests,Palearctic,wwfterr," 	2,900 ",43.54,43.54
40206,Khathiar-Gir dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,IndoMalay,wwfterr," 	267,563 ",4.25,4.25
10706,Kimberly tropical savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,wwfterr," 	348,612 ",30.96,30.96
41001,Kinabalu montane alpine meadows,Montane Grasslands & Shrublands,IndoMalay,wwfterr," 	4,349 ",50.47,50.47
50516,Klamath-Siskiyou forests,Temperate Conifer Forests,Nearctic,wwfterr," 	50,412 ",15.61,15.61
30115,Knysna-Amatole montane forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	3,069 ",26.51,26.51
81106,Kola Peninsula tundra,Tundra,Palearctic,wwfterr," 	58,896 ",13.63,13.63
81319,Kopet Dag semi-desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	26,326 ",0.00,0.00
81008,Kopet Dag woodlands and forest steppe,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	58,416 ",4.55,4.55
81009,Kuh Rud and Eastern Iran montane woodlands,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	126,623 ",1.70,1.70
30116,KwaZulu-Cape coastal forest mosaic,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	17,836 ",4.30,4.30
61309,La Costa xeric shrublands,Deserts & Xeric Shrublands,Neotropics,wwfterr," 	68,615 ",36.25,36.25
30904,Lake Chad flooded savanna,Flooded Grasslands & Savannas,Afrotropics,wwfterr," 	18,874 ",48.86,48.86
60219,Lara-Falc├│n dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	16,975 ",32.94,32.94
60134,Leeward Islands moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr, 	992 ,80.34,80.34
60220,Lesser Antillean dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr, 	912 ,17.17,17.17
10201,Lesser Sundas deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Australasia,wwfterr," 	39,534 ",8.36,8.36
60709,Llanos,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropics,wwfterr," 	378,245 ",16.36,16.36
10109,Lord Howe Island subtropical forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr, 	14 ,100.00,100.00
10110,Louisiade Archipelago rain forests,Tropical & Subtropical Moist Broadleaf Forests,Australasia,wwfterr," 	1,618 ",0.00,0.00
51114,Low Arctic tundra,Tundra,Nearctic,wwfterr," 	798,399 ",16.96,17.13
60802,Low Monte,"Temperate Grasslands, Savannas & Shrublands",Neotropics,wwfterr," 	354,192 ",5.38,5.38
40120,Lower Gangetic Plains moist deciduous forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	254,620 ",2.16,2.16
31202,Lowland fynbos and renosterveld,"Mediterranean Forests, Woodlands & Scrub",Afrotropics,wwfterr," 	32,829 ",5.43,5.43
40121,Luang Prabang montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	71,970 ",18.90,18.90
40122,Luzon montane rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	8,320 ",45.93,45.93
40123,Luzon rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	95,421 ",10.50,10.50
40302,Luzon tropical pine forests,Tropical & Subtropical Coniferous Forests,IndoMalay,wwfterr," 	7,092 ",19.40,19.40
30202,Madagascar dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Afrotropics,wwfterr," 	152,411 ",5.85,5.85
31011,Madagascar ericoid thickets,Montane Grasslands & Shrublands,Afrotropics,wwfterr," 	1,280 ",32.11,32.11
30117,Madagascar lowland forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	112,352 ",10.78,10.78
31404,Madagascar mangroves,Mangroves,Afrotropics,wwfterr," 	5,217 ",7.29,7.29
31311,Madagascar spiny thickets,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	43,487 ",8.28,8.28
30118,Madagascar subhumid forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	200,021 ",7.68,7.68
31312,Madagascar succulent woodlands,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	79,875 ",4.64,4.64
80425,Madeira evergreen forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr, 	817 ,60.33,60.33
60135,Madeira-Tapaj├│s moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	721,256 ",45.58,45.58
60221,Magdalena Valley dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	19,679 ",4.33,4.33
60136,Magdalena Valley montane forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	105,289 ",16.13,16.13
60137,Magdalena-Urab├í moist forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	76,934 ",7.80,7.80
60402,Magellanic subpolar forests,Temperate Broadleaf & Mixed Forests,Neotropics,wwfterr," 	164,400 ",52.60,52.60
40124,Malabar Coast moist forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	35,543 ",3.53,3.53
40125,Maldives-Lakshadweep-Chagos Archipelago tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr, 	546 ,14.41,14.41
61311,Malpelo Island xeric scrub,Deserts & Xeric Shrublands,Neotropics,wwfterr, 	8 ,100.00,100.00
80426,Manchurian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,wwfterr," 	505,153 ",13.41,13.41
30710,Mandara Plateau mosaic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropics,wwfterr," 	7,526 ",0.00,0.00
30119,Maputaland coastal forest mosaic,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	30,270 ",16.85,16.85
31012,Maputaland-Pondoland bushland and thickets,Montane Grasslands & Shrublands,Afrotropics,wwfterr," 	19,577 ",3.09,3.09
60223,Mara├▒├│n dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	11,397 ",5.59,5.59
60222,Maracaibo dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropics,wwfterr," 	30,275 ",81.79,81.79
60138,Maraj├│ varze├í,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	88,899 ",68.41,68.41
60139,Maranh├úo Baba├ºu forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	142,579 ",19.87,19.87
70203,Marianas tropical dry forests,Tropical & Subtropical Dry Broadleaf Forests,Oceania,wwfterr," 	1,038 ",5.22,5.22
21101,Marielandia Antarctic tundra,Tundra,Antarctic,wwfterr," 	1,149,856 ",0.97,0.97
70108,Marquesas tropical moist forests,Tropical & Subtropical Moist Broadleaf Forests,Oceania,wwfterr," 	1,081 ",3.41,3.41
31313,Masai xeric grasslands and shrublands,Deserts & Xeric Shrublands,Afrotropics,wwfterr," 	101,179 ",6.93,6.93
30120,Mascarene forests,Tropical & Subtropical Moist Broadleaf Forests,Afrotropics,wwfterr," 	4,957 ",35.15,35.15
60140,Mato Grosso seasonal forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropics,wwfterr," 	414,912 ",25.05,25.05
21102,Maudlandia Antarctic desert,Tundra,Antarctic,wwfterr," 	2,120,338 ",1.15,1.15
81212,Mediterranean acacia-argania dry woodlands and succulent thickets,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	100,305 ",6.53,6.53
80513,Mediterranean conifer and mixed forests,Temperate Conifer Forests,Palearctic,wwfterr," 	23,143 ",14.16,14.16
81213,Mediterranean dry woodlands and steppe,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	292,849 ",4.37,30.71
81010,Mediterranean High Atlas juniper steppe,Montane Grasslands & Shrublands,Palearctic,wwfterr," 	6,347 ",17.15,17.15
81214,Mediterranean woodlands and forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,wwfterr," 	359,102 ",4.48,6.63
40126,Meghalaya subtropical forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	41,804 ",1.09,1.09
40127,Mentawai Islands rain forests,Tropical & Subtropical Moist Broadleaf Forests,IndoMalay,wwfterr," 	6,513 ",30.30,30.30
51307,Meseta Central matorral,Deserts & Xeric Shrublands,Nearctic,wwfterr," 	125,544 ",5.35,5.35
61403,Mesoamerican Gulf-Caribbean mangroves,Mangroves,Neotropics,wwfterr," 	26,803 ",58.17,58.17
81320,Mesopotamian shrub desert,Deserts & Xeric Shrublands,Palearctic,wwfterr," 	211,445 ",0.90,0.90
50608,Mid-Continental Canadian forests,Boreal Forests/Taiga,Nearctic,wwfterr," 	368,730 ",16.53,16.53
51115,Middle Arctic tundra,Tundra,Nearctic,wwfterr," 	1,035,232 ",4.31,4.31
50517,Middle Atlantic coastal forests,Temperate Conifer Forests,Nearctic,wwfterr," 	133,908 ",6.40,6.40
80812,Middle East steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,wwfterr," 	132,589 ",0.90,0.90
