SitRecID, site_area ,terr,fresh,marine, pa_area ,oecm_area,paoecm_area,pa_perc,paoecm_perc,pa_category,paoecm_category
1619,378.439,Y,Y,N,0,0,0,0,0,none,none
1620,877.521,Y,Y,N,0,0,0,0,0,none,none
1621,"2,360.57",Y,N,N,"2,015.34",0,2015.34,85.38,85.37514244,partial,partial
1622,"2,199.01",Y,N,N,"1,820.63",0,1820.63,82.79,82.79316602,partial,partial
1623,759.621,Y,Y,N,693.7774,0,693.7774,91.33,91.33204585,partial,partial
1624,"2,470.25",Y,Y,N,693.3176,0,693.3176,28.07,28.0666977,partial,partial
1625,"1,070.14",Y,N,N,869.5477,0,869.5477,81.26,81.25550863,partial,partial
1626,"1,370.85",Y,N,N,227.5925,0,227.5925,16.6,16.60229055,partial,partial
1627,"4,456.58",Y,Y,N,66.0949,0,66.0949,1.48,1.483085685,none,none
1628,98.538,Y,N,Y,98.5355,0,98.5355,100,99.99746291,complete,complete
1629,74.693,Y,N,Y,66.6843,0,66.6843,89.28,89.27784397,partial,partial
1630,3.087,Y,Y,N,0,0,0,0,0,none,none
1631,260.689,Y,Y,N,37.3475,0,37.3475,14.33,14.32645796,partial,partial
1632,926.459,Y,Y,N,557.4944,0,557.4944,60.17,60.17475139,partial,partial
1633,750.792,Y,Y,N,45.9819,0,45.9819,6.12,6.124452578,partial,partial
1635,122.698,Y,N,N,0.7355,0,0.7355,0.6,0.599439274,none,none
1636,208.584,Y,N,N,155.2081,0,155.2081,74.41,74.41035746,partial,partial
1637,152.023,Y,N,N,0.4927,0,0.4927,0.32,0.324095696,none,none
1638,206.201,Y,N,N,140.1508,0,140.1508,67.97,67.96805059,partial,partial
1639,121.262,Y,N,N,3.03,0,3.03,2.5,2.498721776,partial,partial
1640,218.289,Y,N,N,199.7414,0,199.7414,91.5,91.50319072,partial,partial
1641,"1,242.43",Y,Y,N,148.7792,0,148.7792,11.97,11.97485573,partial,partial
1642,"1,528.01",Y,Y,N,609.8524,0,609.8524,39.91,39.91154508,partial,partial
1643,4.474,Y,N,Y,4.474,0,4.474,100,100,complete,complete
1644,4.266,Y,N,Y,4.2662,0,4.2662,100,100.0046882,complete,complete
1645,51.824,Y,N,Y,41.5039,0,41.5039,80.09,80.08625347,partial,partial
1646,"3,287.49",Y,N,Y,"3,241.01",0,3241.01,98.59,98.5861554,complete,complete
1647,867.46,Y,N,Y,844.0068,0,844.0068,97.3,97.29633643,partial,partial
1648,104.257,Y,N,Y,72.3453,0,72.3453,69.39,69.39131185,partial,partial
1649,494.22,Y,N,Y,431.9036,0,431.9036,87.39,87.39095949,partial,partial
1650,538.36,Y,N,N,531.651,0,531.651,98.75,98.75380786,complete,complete
1651,260.794,Y,N,N,162.3648,0,162.3648,62.26,62.25787403,partial,partial
1652,279.031,Y,N,N,264.8649,0,264.8649,94.92,94.9231089,partial,partial
1653,"1,713.39",Y,N,N,"1,557.95",0,1557.95,90.93,90.92792651,partial,partial
1654,872.523,Y,N,N,499.825,0,499.825,57.29,57.28502286,partial,partial
1655,"1,066.19",Y,N,N,893.3561,0,893.3561,83.79,83.78957784,partial,partial
1656,99.862,Y,N,Y,57.7818,0,57.7818,57.86,57.86164908,partial,partial
1657,"1,083.47",Y,N,N,928.3191,0,928.3191,85.68,85.68018496,partial,partial
1658,"1,365.72",Y,N,N,"1,035.22",0,1035.22,75.8,75.80031046,partial,partial
1659,694.761,Y,N,N,559.6994,0,559.6994,80.56,80.55999113,partial,partial
1660,"1,172.15",Y,N,N,678.9983,0,678.9983,57.93,57.92759459,partial,partial
1661,129.447,Y,Y,N,123.2184,0,123.2184,95.19,95.188301,partial,partial
1662,71.17,Y,N,Y,65.391,0,65.391,91.88,91.88000562,partial,partial
1663,245.346,Y,N,Y,217.065,0,217.065,88.47,88.47301362,partial,partial
1664,762.833,Y,N,N,477.2867,0,477.2867,62.57,62.56765242,partial,partial
1665,815.266,Y,N,N,427.4719,0,427.4719,52.43,52.43342664,partial,partial
1666,452.358,Y,N,N,403.2874,0,403.2874,89.15,89.15226436,partial,partial
1667,756.15,Y,N,N,559.9825,0,559.9825,74.06,74.0570654,partial,partial
1668,408.442,Y,N,N,359.3635,0,359.3635,87.98,87.98397324,partial,partial
1669,326.926,Y,N,N,133.9756,0,133.9756,40.98,40.98040535,partial,partial
1670,53.98,Y,N,N,47.5492,0,47.5492,88.09,88.08669878,partial,partial
1671,407.179,Y,N,N,345.1554,0,345.1554,84.77,84.76748555,partial,partial
1672,185.918,Y,N,N,120.8391,0,120.8391,65,64.99591218,partial,partial
1673,325.552,Y,Y,N,322.7427,0,322.7427,99.14,99.13706566,complete,complete
1674,264.714,Y,N,N,3.2269,0,3.2269,1.22,1.219013728,none,none
1675,448.417,Y,N,N,145.802,0,145.802,32.51,32.51482437,partial,partial
1676,210.759,Y,Y,N,0,0,0,0,0,none,none
1677,199.977,Y,Y,N,93.5284,0,93.5284,46.77,46.7695785,partial,partial
1678,250.967,Y,N,N,239.0642,0,239.0642,95.26,95.25722505,partial,partial
1679,566.502,Y,Y,N,536.2759,0,536.2759,94.66,94.6644319,partial,partial
1680,"1,835.27",Y,Y,N,745.7112,0,745.7112,40.63,40.63223395,partial,partial
1681,565.605,Y,Y,N,436.9709,0,436.9709,77.26,77.25725551,partial,partial
1682,"1,861.33",Y,Y,N,"1,516.42",0,1516.42,81.47,81.46970177,partial,partial
1683,30.997,Y,Y,N,0.2252,0,0.2252,0.73,0.726521921,none,none
1684,117.568,Y,N,N,47.8762,0,47.8762,40.72,40.72213527,partial,partial
1685,84.694,Y,N,N,64.0724,0,64.0724,75.65,75.65164002,partial,partial
1686,598.219,Y,N,N,103.3898,0,103.3898,17.28,17.28293484,partial,partial
1687,102.093,Y,N,N,100.6561,0,100.6561,98.59,98.59255777,complete,complete
1688,592.998,Y,N,N,378.3315,0,378.3315,63.8,63.79979359,partial,partial
1689,951.229,Y,N,N,111.3954,0,111.3954,11.71,11.71068165,partial,partial
1690,"2,088.11",Y,Y,N,"1,507.06",0,1507.06,72.17,72.17340083,partial,partial
1691,564.648,Y,N,N,493.5151,0,493.5151,87.4,87.40225769,partial,partial
1692,358.948,Y,Y,N,327.67,0,327.67,91.29,91.28620302,partial,partial
1693,530.182,Y,N,N,355.5473,0,355.5473,67.06,67.06136761,partial,partial
1694,264.681,Y,Y,N,245.696,0,245.696,92.83,92.82721465,partial,partial
1695,"1,838.08",Y,N,N,"1,432.85",0,1432.85,77.95,77.95362552,partial,partial
1696,"1,002.91",Y,Y,N,133.2008,0,133.2008,13.28,13.28143104,partial,partial
1697,390.336,Y,Y,N,187.5047,0,187.5047,48.04,48.0367427,partial,partial
1698,"1,570.87",Y,Y,N,"1,256.75",0,1256.75,80,80.00343759,partial,partial
1699,297.019,Y,N,N,128.8176,0,128.8176,43.37,43.37015477,partial,partial
1700,253.807,Y,N,N,28.9023,0,28.9023,11.39,11.38751098,partial,partial
1701,"1,010.89",Y,Y,N,957.5142,0,957.5142,94.72,94.71992007,partial,partial
1702,673.504,Y,Y,N,314.05,0,314.05,46.63,46.6292702,partial,partial
1703,851.921,Y,Y,N,298.9523,0,298.9523,35.09,35.09155192,partial,partial
1704,844.689,Y,Y,N,661.381,0,661.381,78.3,78.29875848,partial,partial
1705,"1,496.25",Y,N,N,406.7823,0,406.7823,27.19,27.18678697,partial,partial
1706,"1,086.93",Y,N,N,106.7199,0,106.7199,9.82,9.818470371,partial,partial
1707,414.544,Y,Y,N,24.7152,0,24.7152,5.96,5.962020919,partial,partial
1708,"1,192.78",Y,N,N,482.5792,0,482.5792,40.46,40.45835779,partial,partial
1709,"1,307.61",Y,Y,N,597.7044,0,597.7044,45.71,45.70968408,partial,partial
1710,663.59,Y,Y,N,196.44,0,196.44,29.6,29.60261607,partial,partial
1711,270.829,Y,Y,N,35.9235,0,35.9235,13.26,13.26427377,partial,partial
1712,"2,197.12",Y,Y,N,"1,442.84",0,1442.84,65.67,65.66960385,partial,partial
1713,"1,028.70",Y,N,N,352.1311,0,352.1311,34.23,34.23068922,partial,partial
1714,"3,630.14",Y,Y,N,"1,969.09",0,1969.09,54.24,54.24281157,partial,partial
1715,39.648,Y,Y,N,11.7163,0,11.7163,29.55,29.55079701,partial,partial
1716,330.394,Y,N,N,126.2596,0,126.2596,38.21,38.21485862,partial,partial
1717,17.447,Y,Y,N,6.0393,0,6.0393,34.61,34.61512008,partial,partial
1718,418.736,Y,N,N,153.1094,0,153.1094,36.56,36.56466127,partial,partial
1719,961.096,Y,Y,N,856.6601,0,856.6601,89.13,89.13366615,partial,partial
1720,"1,068.30",Y,Y,N,519.1807,0,519.1807,48.6,48.59877375,partial,partial
1721,538.035,Y,Y,N,217.1527,0,217.1527,40.36,40.36032972,partial,partial
1722,453.313,Y,Y,N,34.7369,0,34.7369,7.66,7.662895174,partial,partial
1723,698.864,Y,Y,N,234.047,0,234.047,33.49,33.48963461,partial,partial
1724,947.847,Y,Y,N,187.492,0,187.492,19.78,19.78082961,partial,partial
1725,"1,793.39",Y,Y,N,"1,172.23",0,1172.23,65.36,65.36391973,partial,partial
1726,803.079,Y,Y,N,127.9092,0,127.9092,15.93,15.92734961,partial,partial
1727,"1,908.87",Y,Y,N,848.2406,0,848.2406,44.44,44.43679245,partial,partial
1728,764.326,Y,Y,N,225.0879,0,225.0879,29.45,29.449201,partial,partial
1729,973.354,Y,Y,N,237.2605,0,237.2605,24.38,24.3755612,partial,partial
1730,"1,451.65",Y,Y,N,801.4537,0,801.4537,55.21,55.20984397,partial,partial
1731,"1,107.92",Y,Y,N,243.6543,0,243.6543,21.99,21.99204816,partial,partial
1732,"1,014.70",Y,Y,N,719.5585,0,719.5585,70.91,70.91342269,partial,partial
1733,439.813,Y,Y,N,8.3922,0,8.3922,1.91,1.908129137,none,none
1734,812.415,Y,Y,N,426.528,0,426.528,52.5,52.50124628,partial,partial
1735,635.298,Y,Y,N,364.9318,0,364.9318,57.44,57.44261748,partial,partial
1736,"3,163.97",Y,Y,N,"1,400.75",0,1400.75,44.27,44.27191155,partial,partial
1737,544.103,Y,Y,N,136.0692,0,136.0692,25.01,25.00798562,partial,partial
1738,580.278,Y,Y,N,11.8721,0,11.8721,2.05,2.045933156,partial,partial
1739,46.284,Y,Y,N,3.7835,0,3.7835,8.17,8.174531155,partial,partial
1740,483.817,Y,Y,N,3.3734,0,3.3734,0.7,0.6972471,none,none
1741,961.5,Y,Y,N,374.5827,0,374.5827,38.96,38.95815913,partial,partial
1743,97.717,Y,Y,N,89.0959,0,89.0959,91.18,91.17748191,partial,partial
1744,"1,812.77",Y,Y,N,427.3138,0,427.3138,23.57,23.57242232,partial,partial
1746,506.384,Y,N,N,2.5464,0,2.5464,0.5,0.50285949,none,none
1747,548.796,Y,Y,N,0.3078,0,0.3078,0.06,0.056086415,none,none
1748,880.522,Y,Y,N,181.4057,0,181.4057,20.6,20.60206332,partial,partial
1749,"1,563.23",Y,Y,N,495.0503,0,495.0503,31.67,31.66842371,partial,partial
1750,892.527,Y,Y,N,261.606,0,261.606,29.31,29.31070993,partial,partial
1751,"1,060.46",Y,Y,N,979.2875,0,979.2875,92.35,92.34553873,partial,partial
1752,697.734,Y,Y,N,472.6769,0,472.6769,67.74,67.74457028,partial,partial
1753,"1,245.69",Y,N,N,990.002,0,990.002,79.47,79.474187,partial,partial
1754,"1,701.98",Y,N,N,"1,405.22",0,1405.22,82.56,82.56383741,partial,partial
1755,254.689,Y,N,N,84.0467,0,84.0467,33,32.99973693,partial,partial
1756,68.222,Y,N,N,34.0481,0,34.0481,49.91,49.907801,partial,partial
1757,120.677,Y,N,N,110.0588,0,110.0588,91.2,91.20114023,partial,partial
1758,4.21,Y,Y,N,2.3632,0,2.3632,56.14,56.13301663,partial,partial
1759,584.25,Y,N,N,514.1057,0,514.1057,87.99,87.99412923,partial,partial
1760,21.715,Y,N,N,20.0737,0,20.0737,92.44,92.44163021,partial,partial
1761,7.994,Y,N,N,0.5502,0,0.5502,6.88,6.882661996,partial,partial
1762,247.843,Y,N,N,203.3541,0,203.3541,82.05,82.04956364,partial,partial
1763,357.912,Y,N,N,245.7366,0,245.7366,68.66,68.6583853,partial,partial
1764,64.395,Y,N,N,60.5939,0,60.5939,94.1,94.09721252,partial,partial
1765,438.43,Y,Y,N,269.808,0,269.808,61.54,61.53958443,partial,partial
1766,532.806,Y,N,N,450.0783,0,450.0783,84.47,84.47320413,partial,partial
1767,224.891,Y,N,N,67.761,0,67.761,30.13,30.1305966,partial,partial
1768,376.499,Y,N,N,299.9482,0,299.9482,79.67,79.6677282,partial,partial
1769,440.123,Y,N,N,343.1265,0,343.1265,77.96,77.96150167,partial,partial
1770,479.66,Y,N,N,399.7018,0,399.7018,83.33,83.33023392,partial,partial
1771,465.473,Y,N,N,287.9239,0,287.9239,61.86,61.85619789,partial,partial
1772,"1,217.52",Y,Y,N,812.562,0,812.562,66.74,66.73910901,partial,partial
1773,"1,018.11",Y,N,N,857.619,0,857.619,84.24,84.23637917,partial,partial
1774,223.907,Y,N,N,139.5975,0,139.5975,62.35,62.34619731,partial,partial
1775,388.998,Y,N,N,208.4099,0,208.4099,53.58,53.57608522,partial,partial
1776,207.878,Y,N,N,168.0829,0,168.0829,80.86,80.85651199,partial,partial
1777,252.364,Y,N,N,142.4576,0,142.4576,56.45,56.44925584,partial,partial
1778,482.375,Y,N,N,297.8464,0,297.8464,61.75,61.74582016,partial,partial
1779,"1,006.29",Y,N,N,816.1941,0,816.1941,81.11,81.10923292,partial,partial
1780,360.253,Y,N,N,117.3194,0,117.3194,32.57,32.56583568,partial,partial
1781,453.16,Y,N,N,255.6395,0,255.6395,56.41,56.41263571,partial,partial
1782,260.319,Y,N,N,110.746,0,110.746,42.54,42.54241911,partial,partial
1783,585.698,Y,N,N,264.4118,0,264.4118,45.14,45.14473329,partial,partial
1784,818.321,Y,N,N,677.2854,0,677.2854,82.77,82.76524738,partial,partial
1785,525.402,Y,N,N,351.5149,0,351.5149,66.9,66.90398971,partial,partial
1786,88.086,Y,Y,N,85.6958,0,85.6958,97.29,97.28651545,partial,partial
1787,351.701,Y,N,N,204.2635,0,204.2635,58.08,58.07873734,partial,partial
1788,72.217,Y,Y,N,50.0485,0,50.0485,69.3,69.30293421,partial,partial
1789,212.74,Y,N,N,34.5653,0,34.5653,16.25,16.24767322,partial,partial
1790,461.992,Y,N,N,312.5205,0,312.5205,67.65,67.64630123,partial,partial
1791,561.267,Y,N,N,364.3294,0,364.3294,64.91,64.91195812,partial,partial
1792,"1,118.02",Y,N,N,350.3618,0,350.3618,31.34,31.33770416,partial,partial
1793,234.224,Y,Y,N,148.6271,0,148.6271,63.46,63.45511135,partial,partial
1794,125.101,Y,N,N,39.793,0,39.793,31.81,31.80869857,partial,partial
1795,522.776,Y,N,N,353.1628,0,353.1628,67.56,67.5552818,partial,partial
1796,421.867,Y,N,N,282.2767,0,282.2767,66.91,66.91130143,partial,partial
1797,516.007,Y,N,N,317.5551,0,317.5551,61.54,61.54085119,partial,partial
1798,66.028,Y,Y,N,6.5044,0,6.5044,9.85,9.850972315,partial,partial
1799,498.315,Y,N,N,305.6898,0,305.6898,61.34,61.34469161,partial,partial
1800,223.952,Y,N,N,219.1504,0,219.1504,97.86,97.85596914,partial,partial
1801,106.071,Y,N,N,82.6064,0,82.6064,77.88,77.8784022,partial,partial
1802,286.343,Y,Y,N,164.223,0,164.223,57.35,57.35184726,partial,partial
1803,131.856,Y,N,N,40.3175,0,40.3175,30.58,30.57691724,partial,partial
1804,332.191,Y,N,N,173.6533,0,173.6533,52.28,52.27513689,partial,partial
1805,435.709,Y,N,N,326.8453,0,326.8453,75.01,75.01458542,partial,partial
1806,331.065,Y,N,N,307.0069,0,307.0069,92.73,92.73311887,partial,partial
1807,788.219,Y,N,N,441.8509,0,441.8509,56.06,56.05686998,partial,partial
1808,50.639,Y,N,Y,49.3646,0,49.3646,97.48,97.48336263,partial,partial
1809,0.229,Y,N,Y,0.2294,0,0.2294,100,100.1746725,complete,complete
1810,807.441,Y,Y,N,520.7431,0,520.7431,64.49,64.49302178,partial,partial
1811,344.185,Y,Y,Y,133.8304,0,133.8304,38.88,38.88327498,partial,partial
1812,"1,017.17",Y,N,N,768.7871,0,768.7871,75.58,75.5809845,partial,partial
1813,548.206,Y,N,N,518.429,0,518.429,94.57,94.56828273,partial,partial
1814,692.951,Y,N,N,451.9758,0,451.9758,65.22,65.22478501,partial,partial
1815,645.391,Y,Y,N,636.3694,0,636.3694,98.6,98.6021497,complete,complete
1816,"1,490.19",Y,Y,N,"1,169.07",0,1169.07,78.45,78.45107,partial,partial
1817,"2,260.57",Y,Y,N,"1,969.31",0,1969.31,87.12,87.11563898,partial,partial
1818,"1,220.65",Y,N,N,514.063,0,514.063,42.11,42.11387376,partial,partial
1819,0.208,Y,N,Y,0.2075,0,0.2075,100,99.75961538,complete,complete
1820,9.016,Y,N,Y,8.9293,0,8.9293,99.04,99.03837622,complete,complete
1821,3.455,Y,N,Y,2.283,0,2.283,66.07,66.07814761,partial,partial
1822,29.59,Y,N,Y,15.3392,0,15.3392,51.84,51.83913484,partial,partial
1823,360.957,Y,Y,Y,270.639,0,270.639,74.98,74.978183,partial,partial
1824,38.458,Y,N,Y,35.754,0,35.754,92.97,92.96895314,partial,partial
1825,25.377,Y,N,Y,23.9655,0,23.9655,94.44,94.43787682,partial,partial
1826,40.324,Y,N,Y,37.6588,0,37.6588,93.39,93.39053665,partial,partial
1827,154.105,Y,N,Y,153.537,0,153.537,99.63,99.63142014,complete,complete
1828,132.544,Y,N,Y,128.7806,0,128.7806,97.16,97.16064099,partial,partial
1829,227.063,Y,N,N,191.7221,0,191.7221,84.44,84.43564121,partial,partial
1830,236.822,Y,N,N,233.4945,0,233.4945,98.6,98.59493628,complete,complete
1831,77.918,Y,N,N,29.2948,0,29.2948,37.6,37.59696091,partial,partial
1832,552.31,Y,N,N,1.9575,0,1.9575,0.35,0.354420525,none,none
1833,443.779,Y,N,N,0,0,0,0,0,none,none
1834,691.578,Y,N,N,5.9716,0,5.9716,0.86,0.863474547,none,none
1835,467.269,Y,N,Y,390.7621,0,390.7621,83.63,83.62679741,partial,partial
1836,905.677,Y,N,N,499.5575,0,499.5575,55.16,55.15846157,partial,partial
1837,264.104,Y,N,N,158.4873,0,158.4873,60.01,60.0094281,partial,partial
1838,25.871,Y,N,Y,19.4502,0,19.4502,75.18,75.18147733,partial,partial
1839,478.553,Y,N,N,129.5495,0,129.5495,27.07,27.07108722,partial,partial
1840,"1,816.16",Y,Y,N,"1,767.16",0,1767.16,97.3,97.30199982,partial,partial
1841,"1,238.56",Y,N,N,"1,174.03",0,1174.03,94.79,94.78991732,partial,partial
1842,352.175,Y,Y,N,332.7675,0,332.7675,94.49,94.4892454,partial,partial
1843,615.631,Y,N,N,8.7124,0,8.7124,1.42,1.41519839,none,none
1844,"2,320.13",Y,Y,N,"2,097.22",0,2097.22,90.39,90.3923487,partial,partial
1845,622.914,Y,N,N,531.0941,0,531.0941,85.26,85.2596185,partial,partial
1846,"2,496.75",Y,Y,N,"2,446.79",0,2446.79,98,97.9989987,complete,complete
1847,32.723,Y,Y,N,8.6485,0,8.6485,26.43,26.42942273,partial,partial
1848,7.981,Y,Y,N,0.4055,0,0.4055,5.08,5.08081694,partial,partial
1849,"2,037.94",Y,Y,N,346.176,0,346.176,16.99,16.98656486,partial,partial
1850,638.725,Y,N,N,317.7688,0,317.7688,49.75,49.7504873,partial,partial
1851,31.62,Y,Y,N,29.1142,0,29.1142,92.07,92.07526882,partial,partial
1852,360.979,Y,N,N,0,0,0,0,0,none,none
1853,43.497,Y,N,Y,29.2021,0,29.2021,67.14,67.13589443,partial,partial
1854,222.486,Y,N,Y,172.1132,0,172.1132,77.36,77.35911473,partial,partial
1855,"2,517.03",Y,Y,Y,"1,407.21",0,1407.21,55.91,55.90755772,partial,partial
1856,517.858,Y,N,N,8.3178,0,8.3178,1.61,1.606193204,none,none
1857,91.204,Y,Y,N,16.7001,0,16.7001,18.31,18.31071006,partial,partial
1858,2.603,Y,Y,N,2.2818,0,2.2818,87.65,87.66039186,partial,partial
1859,248.105,Y,Y,Y,192.1396,0,192.1396,77.44,77.44285685,partial,partial
1860,49.961,Y,Y,N,14.9752,0,14.9752,29.97,29.97377955,partial,partial
1861,"1,286.69",Y,N,N,0.7064,0,0.7064,0.05,0.054900559,none,none
1862,30.919,Y,Y,N,8.1582,0,8.1582,26.39,26.38571752,partial,partial
1863,144.603,Y,Y,N,29.9648,0,29.9648,20.72,20.72211503,partial,partial
1864,22.932,Y,N,Y,20.1833,0,20.1833,88.01,88.01369266,partial,partial
1865,214.551,Y,Y,N,27.2922,0,27.2922,12.72,12.72061188,partial,partial
1866,50.274,Y,N,N,47.1504,0,47.1504,93.79,93.78684807,partial,partial
1867,80.409,Y,N,Y,49.1413,0,49.1413,61.11,61.11417876,partial,partial
1868,448.103,Y,N,N,444.6018,0,444.6018,99.22,99.21866178,complete,complete
1869,"1,434.92",Y,N,N,"1,267.68",0,1267.68,88.34,88.34499484,partial,partial
1870,"1,033.41",Y,N,N,635.5205,0,635.5205,61.5,61.49742116,partial,partial
1871,81.074,Y,N,N,31.1151,0,31.1151,38.38,38.37864173,partial,partial
1872,2.289,Y,N,Y,0.7472,0,0.7472,32.65,32.64307558,partial,partial
1873,"1,227.10",Y,N,N,625.065,0,625.065,50.94,50.93839133,partial,partial
1874,237.51,Y,N,N,133.7059,0,133.7059,56.29,56.29485074,partial,partial
1875,284.437,Y,Y,N,110.1081,0,110.1081,38.71,38.71089204,partial,partial
1876,"1,209.24",Y,N,N,464.7312,0,464.7312,38.43,38.43167609,partial,partial
1877,"2,437.86",Y,N,N,"1,741.24",0,1741.24,71.42,71.42493827,partial,partial
1878,274.435,Y,N,Y,5.0741,0,5.0741,1.85,1.848925975,none,none
1879,0.823,Y,N,Y,0.8233,0,0.8233,100,100.036452,complete,complete
1880,11.157,Y,N,Y,11.0152,0,11.0152,98.72,98.72904903,complete,complete
1881,0.586,Y,N,Y,0.586,0,0.586,100,100,complete,complete
1882,29.348,Y,N,Y,28.8723,0,28.8723,98.38,98.3791059,complete,complete
1883,10.984,Y,N,Y,10.1223,0,10.1223,92.16,92.15495266,partial,partial
1884,8.294,Y,N,Y,8.1987,0,8.1987,98.86,98.85097661,complete,complete
1885,579.592,Y,Y,Y,489.7376,0,489.7376,84.5,84.49695648,partial,partial
1886,10.571,Y,N,Y,10.1319,0,10.1319,95.85,95.84618295,partial,partial
1887,29.361,Y,N,Y,26.426,0,26.426,90,90.00374647,partial,partial
1888,6.836,Y,N,Y,6.8355,0,6.8355,99.99,99.99268578,complete,complete
1889,0.783,Y,N,Y,0.7574,0,0.7574,96.78,96.73052363,partial,partial
1890,53.805,Y,N,N,49.1756,0,49.1756,91.4,91.39596692,partial,partial
1891,37.087,Y,N,Y,33.5215,0,33.5215,90.39,90.38611913,partial,partial
1892,8.082,Y,N,Y,7.2915,0,7.2915,90.22,90.2190052,partial,partial
1893,13.172,Y,N,Y,13.1721,0,13.1721,100,100.0007592,complete,complete
1894,116.417,Y,Y,Y,96.8122,0,96.8122,83.16,83.15984779,partial,partial
1895,"3,349.74",Y,Y,N,"1,639.03",0,1639.03,48.93,48.93006621,partial,partial
1896,"2,061.89",Y,N,N,"1,478.57",0,1478.57,71.71,71.70945104,partial,partial
1897,499.757,Y,N,N,334.9102,0,334.9102,67.01,67.0146091,partial,partial
1898,269.496,Y,N,N,6.8771,0,6.8771,2.55,2.551837504,partial,partial
1899,359.435,Y,N,N,148.1131,0,148.1131,41.21,41.20720019,partial,partial
1900,247.258,Y,N,N,79.2709,0,79.2709,32.06,32.05999401,partial,partial
1901,777.419,Y,N,N,230.7265,0,230.7265,29.68,29.67852599,partial,partial
1902,7.602,Y,N,N,3.6827,0,3.6827,48.44,48.44383057,partial,partial
1903,291.871,Y,N,N,0,0,0,0,0,none,none
1904,226.247,Y,N,N,136.2264,0,136.2264,60.21,60.21136192,partial,partial
1905,311.958,Y,N,N,92.2634,0,92.2634,29.58,29.57558389,partial,partial
1906,8.038,Y,N,Y,7.2029,0,7.2029,89.61,89.61059965,partial,partial
1907,14.865,Y,N,N,9.6298,0,9.6298,64.78,64.78170198,partial,partial
1908,11.63,Y,N,N,8.1207,0,8.1207,69.83,69.82545142,partial,partial
1909,462.675,Y,N,N,389.0393,0,389.0393,84.08,84.08478954,partial,partial
1910,277.568,Y,N,N,251.7224,0,251.7224,90.69,90.68855199,partial,partial
1911,101.822,Y,N,N,67.4928,0,67.4928,66.29,66.28508574,partial,partial
1912,318.411,Y,N,N,246.9646,0,246.9646,77.56,77.56157922,partial,partial
1913,469.666,Y,N,N,248.6923,0,248.6923,52.95,52.95088425,partial,partial
1914,12.641,Y,N,Y,12.5287,0,12.5287,99.12,99.11162092,complete,complete
1915,6.988,Y,N,Y,6.0341,0,6.0341,86.35,86.34945621,partial,partial
1916,595.934,Y,N,N,361.9436,0,361.9436,60.74,60.73551769,partial,partial
1917,511.705,Y,N,N,306.7694,0,306.7694,59.95,59.9504402,partial,partial
1918,744.506,Y,N,N,404.5284,0,404.5284,54.34,54.33514303,partial,partial
1919,37.562,Y,N,Y,8.944,0,8.944,23.81,23.81129865,partial,partial
1920,16.514,Y,N,Y,14.2743,0,14.2743,86.44,86.43756812,partial,partial
1921,25.71,Y,N,Y,18.5055,0,18.5055,71.98,71.97782964,partial,partial
1922,48.522,Y,N,Y,6.8578,0,6.8578,14.13,14.1333828,partial,partial
1923,187.016,Y,N,N,159.4216,0,159.4216,85.24,85.24489883,partial,partial
1924,661.708,Y,Y,N,148.5771,0,148.5771,22.45,22.45357469,partial,partial
1925,274.543,Y,Y,N,53.6071,0,53.6071,19.53,19.52593947,partial,partial
1926,354.471,Y,N,N,9.5871,0,9.5871,2.7,2.704621817,partial,partial
1927,7.125,Y,N,Y,6.3091,0,6.3091,88.54,88.54877193,partial,partial
1928,1.521,Y,N,Y,1.5208,0,1.5208,100,99.98685076,complete,complete
1929,0.072,Y,N,Y,0.0719,0,0.0719,100,99.86111111,complete,complete
1930,"1,222.85",Y,N,N,559.6824,0,559.6824,45.77,45.7686879,partial,partial
1931,72.201,Y,N,N,0,0,0,0,0,none,none
1932,9.401,Y,N,Y,5.5409,0,5.5409,58.94,58.93947452,partial,partial
1933,101.276,Y,N,N,85.7298,0,85.7298,84.65,84.64967021,partial,partial
1934,112.661,Y,N,N,108.6071,0,108.6071,96.4,96.40168292,partial,partial
1935,622.033,Y,Y,N,546.2421,0,546.2421,87.82,87.81561428,partial,partial
1936,699.469,Y,N,N,662.0993,0,662.0993,94.66,94.6574187,partial,partial
1937,859.49,Y,Y,N,651.0061,0,651.0061,75.74,75.74330126,partial,partial
1938,508.299,Y,N,N,381.6501,0,381.6501,75.08,75.08377943,partial,partial
1939,669.214,Y,N,N,346.8195,0,346.8195,51.82,51.82490205,partial,partial
1940,663.074,Y,N,Y,657.2414,0,657.2414,99.12,99.12036967,complete,complete
1941,402.904,Y,N,N,0,0,0,0,0,none,none
1942,628.482,Y,Y,N,354.1922,0,354.1922,56.36,56.35677712,partial,partial
1943,565.879,Y,Y,N,165.2131,0,165.2131,29.2,29.19583515,partial,partial
1944,32.497,Y,N,Y,26.8826,0,26.8826,82.72,82.72332831,partial,partial
1945,6.301,Y,N,Y,5.5387,0,5.5387,87.91,87.90192033,partial,partial
1946,114.226,Y,N,N,51.7769,0,51.7769,45.33,45.32847163,partial,partial
1947,148.185,Y,Y,N,0,0,0,0,0,none,none
1948,8.627,Y,Y,N,2.9373,0,2.9373,34.05,34.04775704,partial,partial
1949,6.644,Y,Y,N,5.6942,0,5.6942,85.7,85.70439494,partial,partial
